"R Caud","L Caud","R Put","L Put","R NAcc","L NAcc","R Amyg","L Amyg","R Ins","L Ins","ACC","PCC","R OFC","L OFC","vmPFC","Outcome","Antic"
-0.20857,-0.49759,-0.25809,-0.51294,-0.17541,-0.26877,-0.65517,-0.84413,0.24344,-0.39363,0.054605,-0.35569,-0.30849,-0.33792,-0.46863,0,0
-0.034239,-0.089704,-0.0025912,-0.25086,-0.11203,-0.26722,-0.033573,0.40072,0.078318,-0.1281,0.073596,-0.033574,0.33201,0.06855,0.0877,0,0
-0.032166,0.13693,0.036558,-0.11684,-0.053156,0.14739,-0.13537,-0.30414,-0.036646,-0.1843,0.040636,0.15734,-0.32039,-0.27246,-0.20499,0,0
0.011453,0.071682,-0.26286,-0.03791,0.23364,0.40951,0.14037,0.12425,0.0924,0.030893,0.13394,0.22121,0.17328,0.036238,-0.090476,0,0
0.093786,0.10449,-0.10724,-0.016665,0.0099065,-0.023667,-0.0099925,0.01145,-0.041731,0.11895,0.033734,0.29627,-0.055119,0.094989,-0.039635,0,1
-0.00086168,0.051597,0.16023,-0.044103,-0.096643,-0.095834,-0.30121,-0.66882,0.013737,-0.18395,0.002744,0.05047,-0.20232,-0.030386,0.011373,0,1
-0.01193,-0.087886,0.048389,0.19285,-0.032854,-0.19232,-0.1241,0.18623,-0.052467,0.034161,-0.063321,-0.091012,-0.090416,0.073199,0.12365,1,0
-0.044818,0.049193,-0.21713,-0.046959,0.089296,-0.085163,-0.0053477,-0.10549,-0.30168,-0.19155,0.21073,0.099158,-0.043728,0.16763,0.17421,0,0
-0.039679,0.03957,0.19222,0.085335,0.14104,-0.15809,-0.14159,0.047854,0.34996,0.24635,0.13325,0.019365,-0.067222,-0.31541,-0.56297,0,0
-0.042314,-0.032007,-0.29417,-0.1147,-0.24686,-0.3279,0.012318,0.42399,-0.17173,-0.035261,0.048279,-0.032954,0.15011,0.24407,0.51101,0,0
-0.16648,-0.17971,-0.11587,0.017667,-0.16383,0.05824,-0.092151,0.022399,-0.25252,-0.12036,-0.12366,-0.15644,0.02283,0.081999,0.23747,0,0
-0.0953,-0.15446,0.56854,0.16311,0.28594,0.29549,0.34164,0.41016,0.44605,0.094286,0.14168,0.68323,0.22948,0.15301,0.46551,0,0
0.0011537,0.013691,-0.31002,-0.03363,-0.20929,0.041349,-0.075596,0.24112,-0.44506,-0.32351,-0.2947,-0.2722,-0.061508,-0.040234,0.18536,0,0
0.1218,0.064943,0.23051,0.02699,0.44887,0.13363,-0.074771,-0.45444,0.18385,0.10944,-0.033643,0.2044,0.031847,-0.11715,0.074965,0,0
0.094718,-0.041947,0.40873,-0.062463,0.38629,0.24227,0.47613,-0.13925,0.38566,0.23889,0.16141,0.37862,0.3233,0.23086,0.37542,0,0
-0.095626,-0.21809,0.19747,0.10504,0.075434,0.056805,-0.16081,0.0021235,-0.14326,-0.11646,-0.050394,0.13849,0.041861,-0.1111,0.17869,0,0
-0.02257,0.043507,-0.014869,0.10909,-0.011634,0.028463,-0.11773,-0.15258,-0.19224,0.038298,-0.29737,-0.11912,-0.17776,-0.30972,-0.08668,0,0
-0.3473,-0.12153,0.18429,0.15568,0.12779,0.18538,0.29824,0.08579,0.18472,0.23619,-0.17433,0.46359,0.10896,0.055391,-0.029964,0,0
0.0040279,0.17495,-0.23331,-0.0094915,-0.09384,-0.013389,-0.34752,-0.15335,-0.21622,0.011496,0.063524,-0.12328,-0.19881,0.064493,-0.15284,0,0
0.1052,0.23389,-0.33316,0.070744,-0.17083,-0.30432,0.34669,0.24311,-0.27159,0.20586,-0.14334,-0.71314,0.04895,0.093261,-0.40259,0,0
-0.10059,-0.12699,0.056113,0.11966,-0.042745,-0.30167,0.3063,0.24064,0.067282,-0.043155,-0.14809,-0.11651,0.1254,0.059288,-0.18501,0,0
0.034718,-0.11009,-0.0017708,0.055957,-0.14225,-0.16549,0.020738,0.1093,-0.14604,0.08136,-0.037816,-0.24438,-0.0055924,0.099417,-0.067572,0,0
0.22715,0.31529,-0.15678,0.065393,-0.074882,0.35208,0.069073,0.092022,0.0093013,0.12476,0.17462,-0.41755,0.046819,0.061787,0.14852,0,0
-0.035905,0.10897,0.26516,0.20895,0.060177,0.21234,0.14369,0.42733,0.21859,0.35942,0.13665,0.35335,0.29797,0.23007,0.19482,0,0
0.28597,0.30276,0.083195,-0.089582,-0.11564,0.057339,0.25057,0.06282,-0.050042,-0.0037262,0.0025733,-0.14695,-0.00078957,0.062139,0.0062639,0,0
0.15425,-0.040485,-0.14368,-0.16036,-0.23398,0.010207,0.26763,0.11769,-0.28255,-0.19962,-0.049243,-0.41626,-0.18488,-0.07507,-0.01916,0,0
-0.020711,0.036463,-0.031311,0.21982,-0.41345,-0.18725,-0.10864,-0.23647,-0.11624,0.020344,-0.015949,-0.53667,-0.11817,0.0067661,-0.42629,0,0
0.063148,-0.04515,-0.0084156,0.13324,-0.031045,0.12808,0.32435,0.39941,0.076433,0.12505,0.051742,-0.37816,0.12992,-0.096686,0.0022128,0,0
0.068209,0.15556,0.24319,0.0033861,-0.031595,0.21664,0.41629,0.021653,0.30187,0.0008007,-0.045724,0.17762,-0.11583,-0.14989,0.3179,0,0
0.036422,0.18962,-0.1908,-0.014034,-0.014658,-0.040817,-0.013722,0.15544,-0.36194,-0.14137,-0.17393,0.018066,0.036532,-0.010948,-0.22853,0,0
-0.050305,-0.16251,0.22931,0.20728,0.26758,-0.22417,-0.23629,-0.43931,0.23589,0.087499,-0.040348,0.29295,-0.17191,-0.26878,-0.05533,0,0
0.15236,0.11396,0.11604,-0.0096949,-0.019949,-0.044932,-0.22413,0.015613,0.10754,0.059284,0.21786,0.086783,0.066042,0.049126,-0.092163,0,0
0.042808,-0.13662,-0.12227,-0.0207,-0.19685,0.089526,-0.051474,0.26321,-0.21492,-0.077573,0.14266,-0.15295,0.00048438,0.13886,0.1559,0,0
-0.040983,-0.011392,0.039246,-0.040818,0.29441,0.46469,-0.11551,-0.25051,-0.16181,-0.15807,0.15597,0.40295,-0.16737,0.0067429,0.28864,0,0
0.46587,0.28181,-0.2696,-0.013766,-0.0244,-0.096524,-0.36913,-0.077512,-0.21507,-0.01066,-0.090225,-0.022686,0.099362,-0.046046,0.007933,0,1
0.14013,0.057796,0.095216,0.035344,0.12479,-0.15239,-0.0024767,0.20004,-0.061934,0.20667,-0.048662,-0.07749,-0.00034315,0.055158,-0.24935,0,1
0.093625,-0.012755,-0.31323,-0.15485,-0.40589,-0.30868,-0.23888,-0.035277,-0.24647,-0.058554,-0.14572,-0.34156,-0.041977,-0.034979,-0.20592,1,0
-0.30421,-0.24336,0.24295,0.12011,0.14498,-0.063682,0.24713,-0.29899,0.44249,0.21874,0.054579,0.19039,-0.10544,-0.13442,-0.11988,0,0
0.078249,0.13669,0.18994,-0.018913,0.47358,0.16179,0.14219,0.16367,0.68724,0.21859,0.092973,0.2272,-0.063234,0.025373,0.034533,0,0
-0.13907,0.067759,-0.21961,-0.00071813,-0.035936,-0.10273,-0.033236,0.23481,-0.059834,0.0083966,-0.22787,-0.43563,-0.11678,-0.12199,-0.066521,0,0
0.15796,0.14841,0.10083,-0.082327,-0.00044082,0.028933,0.36222,-0.32131,0.25339,0.057464,0.048328,0.16721,0.087196,0.023682,0.086623,0,0
-0.03193,-0.10794,0.066223,0.036642,0.1011,0.047275,-0.078395,-0.12863,0.023731,0.024574,0.099934,-0.031726,-0.15541,0.12732,-0.22473,0,0
0.044936,-0.035359,-0.38637,-0.084974,-0.25177,-0.090146,-0.15318,0.47285,-0.2687,-0.13713,-0.0019647,-0.46414,0.15356,0.11895,0.14229,0,1
-0.096404,0.0091909,0.051064,-0.12833,0.26283,0.20147,0.53833,0.26477,0.17859,-0.21394,-0.21224,0.1573,0.15547,0.075888,0.033425,0,1
-0.053108,-0.11234,0.0426,-0.079369,0.10838,-0.0062071,-0.23556,-0.25683,0.024459,0.075312,-0.16586,0.19406,-0.069522,-0.2585,-0.21533,1,0
-0.067164,-0.073154,-0.08264,0.1144,-0.054135,0.23118,-0.033955,-0.28661,-0.17712,-0.062829,0.0072988,0.1472,-0.041873,0.077136,0.17457,0,0
-0.026878,-0.10706,0.37861,0.20657,0.15311,0.10411,0.070804,-0.23257,0.16294,0.12736,0.19312,0.7127,-0.073442,0.026882,0.38821,0,0
0.13499,0.031333,0.053145,0.064927,0.11785,-0.14718,0.34837,0.22923,0.12082,0.1642,-0.036729,0.23418,0.17617,0.24029,-0.086652,0,0
-0.15661,-0.22994,-0.084281,-0.16456,-0.12759,-0.2436,-0.060737,-0.10136,-0.23498,-0.17593,-0.17859,0.39229,0.12659,0.14114,-0.082274,0,0
-0.20569,0.050785,-0.48214,-0.12276,-0.48447,0.054101,-0.14497,0.43879,-0.42643,-0.11888,-0.28885,-0.20241,0.19609,0.37681,0.22671,0,0
