"R Caud","L Caud","R Put","L Put","R NAcc","L NAcc","R Amyg","L Amyg","R Ins","L Ins","ACC","PCC","R OFC","L OFC","vmPFC","Outcome","Antic"
-0.42243,-0.16644,-0.51567,-0.55017,-0.40989,-0.15209,-0.85068,-0.516,-0.4931,-0.47932,0.17127,-0.63763,-0.70557,-0.42796,-0.39818,0,0
-0.29726,-0.29027,-0.23048,-0.27155,-0.089038,0.098301,-0.43693,0.11116,-0.19051,-0.2955,-0.1708,-0.52924,-0.1755,0.013432,-0.045776,0,0
0.066705,0.2848,-0.19753,-0.17624,0.087073,-0.06,0.2118,0.74106,0.075267,-0.01363,0.50988,-0.21241,0.0063993,-0.01925,-0.40958,0,0
-0.06402,0.18532,-0.006958,0.014718,-0.039487,-0.58186,-0.1316,-0.31911,0.10416,0.032327,0.050071,0.43118,0.07416,-0.063981,-0.21622,0,0
-0.37043,0.35133,-0.062198,-0.12535,0.14405,-0.19872,0.13543,-0.1087,0.0044077,-0.3555,0.26755,0.079584,0.02566,0.097169,-0.4435,0,1
0.23645,-0.034805,0.58245,0.53439,0.53776,0.51619,0.45175,-0.0037721,0.35566,0.35701,-0.37799,-0.18704,0.28088,0.3715,0.26235,0,1
-0.51126,0.2131,-0.82805,-0.24422,-0.10725,-0.17177,-0.34582,-0.46743,-0.89619,-0.50636,0.40069,-1.1002,-1.0494,-1.0965,-1.9602,1,0
1.1235,0.35402,0.97282,0.71684,0.16598,1.0915,0.37154,0.41929,0.89236,0.59376,-0.87547,-0.32469,1.4599,1.4379,3.2414,0,0
-2.6741e-15,-6.0665e-15,-1.1539e-14,-4.4323e-15,-2.1674e-14,-5.7473e-15,-4.6435e-15,-6.3842e-15,-2.627e-14,-1.2023e-14,-1.3341e-14,-2.5032e-14,-1.7823e-14,-7.6932e-15,3.8014e-15,0,0
-2.2124e-15,-1.6294e-15,-1.4829e-15,-9.6405e-15,5.4052e-15,4.3515e-15,-6.1592e-15,-8.9704e-15,-2.4007e-15,-9.2546e-15,-1.3582e-15,-7.9125e-15,-2.809e-15,-4.1199e-15,-4.7061e-15,0,0
-4.1762e-15,1.5695e-15,8.2929e-15,-1.907e-15,-5.1907e-15,-4.4793e-15,-1.3106e-14,-3.4142e-15,9.2989e-15,6.6548e-15,8.6357e-15,-6.4579e-16,1.6179e-15,-1.253e-14,-6.7675e-15,0,0
-1.2394e-14,-1.0867e-14,9.1413e-15,-1.1518e-14,-1.0475e-15,-1.0354e-14,2.2807e-17,-1.4859e-14,2.3855e-14,-5.929e-15,-3.9407e-17,1.737e-14,1.1514e-14,-2.5938e-14,-2.0777e-14,0,0
-0.29634,-0.12618,-0.11209,-0.20684,-0.28227,0.28107,0.13621,0.11765,0.29995,0.1989,-0.56138,0.2395,-0.097483,0.53021,0.6152,0,0
0.051267,0.34477,-0.71909,-0.30692,0.63704,0.647,0.11364,0.62988,-0.88036,-0.46714,0.13203,-0.32033,-0.34174,0.060972,-0.2304,0,0
-0.28717,-0.17207,0.0556,-0.0612,-0.33131,-0.061293,0.041002,0.12003,-0.30007,-0.040337,-0.09359,0.54736,-0.45349,-0.17009,0.23532,0,0
-0.014244,-0.23668,-0.41005,-0.20015,0.2585,-0.00027278,0.14691,-0.036462,-0.54841,-0.091955,0.30566,0.45107,-0.42575,-0.18766,0.071498,0,0
0.49534,0.087132,0.1428,0.6012,0.30722,0.26328,-0.10047,0.057193,-0.026234,0.52447,-0.27106,-0.080399,-0.13782,-0.13405,0.17447,0,0
-0.13758,-0.15913,0.56087,0.14505,-0.33336,-0.37202,0.35492,0.14879,0.23845,0.52616,0.29779,0.89342,-0.065709,-0.26301,-0.37852,0,0
0.32585,0.076812,0.14543,0.47414,-0.15453,-0.067244,-0.28789,0.22881,0.3058,0.55625,-0.088525,0.1731,-0.0040997,0.048668,0.2955,0,0
-0.37991,0.082816,-0.16424,-0.033501,-0.25556,0.041715,-0.043377,-0.52893,-0.23048,-0.14338,0.11852,0.36076,0.16912,0.0019907,-0.22733,0,0
-0.14312,-0.013133,0.034234,-0.024393,0.098811,0.11233,0.29304,0.84098,0.1761,0.18516,0.091118,-0.26373,0.50738,0.52197,0.22756,0,0
0.27211,0.32363,0.077934,0.26278,0.37364,0.11447,-0.23134,-0.59613,0.43412,0.45481,0.49237,0.83051,0.50011,0.21234,-0.23602,0,0
0.13763,-0.12631,0.21291,0.45722,0.22994,0.40981,0.079921,0.036163,0.23768,0.32774,0.05269,-0.029355,0.19695,0.11873,0.011918,0,0
0.24624,-0.26723,0.17487,-0.058914,0.3236,-0.40294,0.65497,0.57093,0.037055,-0.1688,0.16653,0.72112,0.12187,-0.010594,-0.25584,0,0
0.15856,0.027419,0.56168,0.52924,-0.14693,-0.13,0.17885,0.054611,0.7022,0.22056,0.098423,0.14179,-0.11291,-0.12024,-0.23631,0,0
