"R Caud","L Caud","R Put","L Put","R NAcc","L NAcc","R Amyg","L Amyg","R Ins","L Ins","ACC","PCC","R OFC","L OFC","vmPFC","Outcome","Antic"
-0.40198,-0.32329,-0.62916,-0.44964,-0.63607,-0.32956,-1.0697,-0.79672,-0.46338,-0.5726,-0.55802,-0.40883,-0.54464,-0.66963,-0.6899,0,0
0.11884,-0.039279,0.0002724,-0.12813,0.12424,-0.026215,0.18673,-0.14559,-0.15988,-0.22181,-0.13777,-0.59781,-0.060063,-0.085875,-0.25335,0,0
-0.067972,-0.1181,-0.034699,-0.045958,-0.11852,-0.1066,-0.089428,-0.11743,0.12707,0.058313,-0.050299,0.73616,0.085114,0.098887,0.056121,0,0
-0.25075,-0.2921,-0.31327,-0.12833,0.18184,-0.19833,-0.32078,-0.42641,-0.24334,-0.072453,-0.027125,0.26978,0.035865,-0.23038,-0.29754,0,0
-0.20644,-0.038906,-0.0028199,-0.17615,0.091248,-0.10969,0.25008,0.24875,0.13046,-0.018058,0.058506,-0.1446,0.24113,-0.038362,0.073278,0,1
0.07515,0.048904,-0.050342,-0.019492,-0.29831,-0.14258,-0.1187,0.035616,-0.14022,-0.13387,0.0036263,0.6536,0.064285,-0.093339,-0.011332,0,1
0.098848,0.17016,-0.2292,0.01401,-0.16563,-0.1882,0.35678,0.090426,-0.097934,0.18586,0.028442,-0.056693,0.039494,0.047063,0.27093,1,0
0.0064582,-0.12048,-0.14768,-0.095259,0.013371,-0.059314,-0.19785,0.015187,-0.13414,-0.1297,0.19325,-0.11278,0.065874,-0.049346,-0.10645,0,0
0.10687,0.059582,0.2289,0.03017,-0.20312,0.011674,-0.28151,-0.6059,0.10014,-0.062838,0.086889,0.19752,-0.038564,-0.10117,0.027109,0,0
0.2495,0.0049152,0.13402,-0.010174,-0.20739,-0.029902,-0.36629,-0.22232,-0.11602,-0.24241,-0.033346,-0.021175,-0.19612,-0.20893,-0.07253,0,0
0.087829,0.038496,0.0030471,0.24294,-0.054576,0.042388,0.23054,0.091317,-0.011137,0.12236,0.036688,0.12652,-0.22184,-0.13469,-0.092307,0,0
0.090518,-0.066857,0.1577,0.1507,0.14957,0.11941,0.14996,0.22797,0.30331,0.20749,0.24726,-0.077274,0.062838,0.03622,0.20171,0,0
0.092831,0.15936,-0.056192,0.11425,0.5657,0.2481,-0.11627,0.59033,0.080748,0.04585,0.13884,-0.33743,0.29053,0.37141,0.61707,0,0
0.24885,0.22551,0.29038,0.074626,0.14925,0.031067,0.50652,0.93688,0.1874,0.17491,0.21712,-0.4282,0.09215,0.088795,-0.38113,0,0
-0.059656,-0.078393,0.18435,0.10336,-0.14957,-0.048281,0.076197,-0.055325,0.032228,0.071071,-0.065508,0.28074,0.14744,0.32972,0.064654,0,0
0.43059,0.25846,0.2541,0.12553,-0.038325,0.15641,0.28188,-0.10474,0.20148,0.21428,0.16668,-0.083532,0.20836,0.23627,0.14156,0,0
-0.23031,0.063987,-0.061389,-0.028134,-0.079263,0.055694,0.46668,0.36454,-0.091898,-0.06003,0.0842,0.068811,0.055477,0.14427,0.26292,0,0
0.36522,0.262,-0.032214,-0.034227,0.33335,0.32414,0.072106,0.15582,-0.20568,-0.18961,0.34165,-0.10012,-0.072009,0.022647,0.30996,0,0
-0.10386,-0.19303,0.066932,0.0016447,0.25003,-0.18984,-0.51996,-0.37391,0.092409,0.11109,-0.034965,-0.20294,-0.10117,-0.0047327,0.07251,0,0
-0.28398,-0.041065,0.036898,0.040524,-0.2246,0.047438,0.27673,0.63254,0.18811,0.10574,-0.050938,-0.33449,-0.19887,0.11809,0.15446,0,0
0.044521,0.034084,-0.028555,0.052069,0.067617,0.32368,0.35426,0.13337,-0.01755,0.12354,-0.093193,0.52971,0.16333,0.10102,0.36243,0,0
-0.26201,-0.032681,0.077595,0.037148,0.028478,-0.29859,-0.46814,-0.2269,0.23327,0.22806,-0.21208,-0.093972,-0.19274,-0.018805,0.010485,0,0
-0.092588,0.31111,0.01148,0.085988,-0.096673,0.24521,0.73611,0.84031,0.35927,0.34807,0.029328,-0.18822,0.26563,0.2951,0.35857,0,0
0.14818,0.014984,0.2479,0.071646,0.15268,-0.027498,-0.00041242,0.017649,-0.061782,0.1389,0.043625,0.21529,-0.10386,0.063449,-0.35873,0,0
-0.050986,-0.00074071,0.10219,-0.045989,-0.20529,0.084123,0.48832,0.18438,-0.061511,-0.0077949,0.10647,-0.25852,0.02356,0.14148,0.076376,0,0
-0.1406,-0.31756,0.065582,0.15968,0.11775,-0.020287,0.10377,0.01907,-0.11021,0.077755,-0.18273,0.23649,-0.11182,0.22508,-0.25441,0,0
-0.046809,0.0082641,0.050604,0.18004,0.058324,0.093034,0.46692,-0.023443,0.085757,0.19912,-0.021106,-0.3335,0.0010786,0.045109,0.16796,0,0
-0.11835,-0.012742,0.03069,0.19276,-0.073782,0.23617,-0.14646,0.10877,-0.063946,0.040426,0.0088107,-0.019456,-0.10778,0.084036,-0.29545,0,0
-0.02221,0.15632,0.19694,0.2681,0.62381,0.012872,0.43703,0.30854,0.19905,0.39206,0.11079,-0.040401,0.11755,0.21591,0.18267,0,0
-0.0053173,0.10934,0.027711,0.12812,0.076731,0.14313,0.011332,0.42919,0.0089038,0.072091,0.18711,-0.26157,-0.093639,0.01372,-0.17674,0,0
0.13739,0.097508,0.049927,-0.18023,0.035638,0.40887,0.37925,-0.048497,0.28435,-0.060244,0.014706,0.43391,0.26476,0.063211,0.26937,0,0
-0.2066,-0.23725,-0.0021825,0.050473,-0.18933,-0.13711,-0.45382,-0.36085,-0.016381,-0.043611,-0.24586,0.026136,-0.21589,-0.27012,-0.48509,0,0
-0.16334,0.016053,0.28991,0.0262,0.25062,0.062745,0.033797,-0.69677,0.11766,0.0077625,-0.070327,-0.014986,0.21499,0.33542,0.47261,0,0
-0.25803,-0.1945,0.07108,0.11359,-0.068706,-0.13334,-0.74978,-1.2156,0.19701,0.043001,-0.27461,0.47353,-0.0038831,-0.27505,-0.32532,0,0
