"R Caud","L Caud","R Put","L Put","R NAcc","L NAcc","R Amyg","L Amyg","R Ins","L Ins","ACC","PCC","R OFC","L OFC","vmPFC","Outcome","Antic"
0.15192,0.10403,-0.14946,-0.165,0.043431,0.1511,0.13635,-0.19002,0.24061,-0.29909,0.30619,0.42975,0.19337,-0.14031,0.091475,0,0
-0.26236,0.17787,-0.0030145,0.49809,0.78307,0.65122,1.0815,0.45452,0.18613,0.19189,0.32838,0.36559,0.47531,0.4724,1.2089,0,0
0.31188,0.42189,0.24132,0.18029,0.82123,0.76445,0.38494,0.26781,-0.071011,-0.0021403,0.18865,0.10803,-0.17046,-0.019998,0.27115,0,0
0.21694,0.50971,-0.075718,-0.2647,0.55079,0.59569,0.012981,-0.12127,-0.15207,-0.32215,0.17878,-0.0017977,-0.12369,0.16191,0.52375,0,0
-0.27064,0.016771,-0.49867,-0.27562,-0.40365,-0.18966,-0.19545,-0.34652,-0.50722,-0.46355,-0.27234,0.13401,-0.66635,-0.34992,-0.82843,0,1
0.26855,0.35359,-0.1517,-0.12003,-0.3079,-0.036473,-0.19701,-0.29856,-0.083494,-0.33764,0.32303,-0.20547,0.61351,0.42364,0.27964,0,1
-0.3243,-0.088554,-0.3181,-0.27589,-0.34608,-0.28712,-0.092761,-0.19993,-0.80738,-0.45662,-0.38344,-0.45708,-0.30327,-0.17842,-0.42909,1,0
0.49983,0.13009,0.46237,0.16371,0.43958,0.27614,0.12975,0.7235,0.23646,0.12253,-0.10399,-0.54342,0.5098,0.41277,0.17778,0,0
-0.18739,-0.32694,-0.22844,0.073537,-0.43065,-0.14768,0.21993,-0.28608,-0.006779,-0.036493,0.16167,-0.34252,0.30479,-0.12101,0.049826,0,0
-0.24731,-0.10099,0.097433,0.20746,-0.13294,0.058843,0.38768,0.20788,0.23843,0.34248,-0.14413,-0.23279,0.72163,0.24611,0.25778,0,0
0.17754,0.22017,0.50743,-0.12368,0.47153,0.25507,-0.36726,-0.34238,0.15655,0.077117,-0.13341,-0.024348,-0.2152,0.12009,0.34989,0,0
0.06856,0.16642,0.11709,0.54506,-0.037235,-0.24052,0.48057,0.61325,-0.086507,0.47561,-0.21129,-0.26616,-0.19994,0.047661,-0.39392,0,0
-0.70134,-0.8963,-0.42377,-0.97636,-1.494,-1.4183,-0.63309,-0.64675,-0.05863,-0.79435,-0.23734,0.42377,-0.17355,-0.35652,-0.49166,0,0
0.092663,0.28219,0.24773,0.45911,0.14614,0.12882,0.15585,0.40522,0.12348,0.68641,0.17105,-0.42171,0.61572,1.3065,1.0745,0,0
0.59168,0.59295,0.54437,0.49072,-0.092219,0.22905,0.63544,0.87908,0.40923,0.48213,0.47961,-0.030809,0.40601,0.56613,0.17411,0,0
0.40634,0.185,0.34752,0.016549,0.6367,0.43571,0.096283,-0.15087,0.21356,0.15213,0.068189,0.17727,0.057052,0.50351,0.045184,0,0
0.67406,0.20442,0.41072,-0.30554,0.68991,0.19667,0.035069,0.74325,0.14827,-0.097328,0.13395,-0.0048533,0.10875,0.22623,-0.063979,0,0
-0.32328,-0.30897,-0.096622,-0.13688,-0.51123,-0.45282,-0.065649,-0.5693,0.28387,-0.084826,-0.62801,0.43515,-0.7845,-1.0642,-0.7406,0,0
0.1486,-0.079506,0.26374,-0.47755,-0.58397,-0.58718,-0.49297,-1.5869,0.53738,-0.77806,0.21776,0.64769,-0.20238,-1.6274,-0.31395,0,0
-0.26527,-0.0463,0.31238,-0.1029,0.6039,0.53703,-0.12595,-0.094859,0.22295,0.14866,-0.076429,0.30368,0.064391,0.59616,0.54735,0,0
0.4005,0.46875,0.37719,0.72511,0.65864,0.94073,0.67877,0.61391,0.31255,0.56831,0.46621,0.10694,0.42845,-0.1129,0.043748,0,0
-0.35201,-0.449,-0.080451,-0.077315,-0.19781,-0.11047,-0.23852,-0.4421,-0.15343,0.093572,-0.034947,0.38471,0.10135,-0.10663,-0.32778,0,0
0.01243,-0.13169,0.085188,-0.10358,-0.1816,-0.097811,-0.42881,-0.052379,0.14245,0.099132,-0.0048999,0.17457,-0.81255,-1.0913,-0.84199,0,0
-0.74392,-0.11758,-0.40059,0.30258,-0.58132,-0.58406,-0.091845,0.55698,-0.43986,0.73808,-0.356,-0.15843,-0.10369,0.66965,0.36063,0,0
-0.22805,-0.46027,-0.51553,-0.32834,-0.57069,-0.49475,-0.52474,-0.36302,-0.55555,-0.12586,-0.50965,0.14199,-0.97116,-0.97845,-1.2443,0,0
-0.3618,-0.36699,-0.29865,-0.10632,-0.031257,-0.20289,-0.081542,0.50941,-0.11698,0.17679,-0.42551,-0.4294,-0.042623,0.50708,0.38814,0,0
-0.2721,-0.16581,-0.15344,0.23967,0.14237,0.14266,0.43778,0.41111,0.18371,0.3125,0.0035169,-0.18892,-0.40132,0.084139,-0.36765,0,0
